index,tet_id,tet_name,event_name,event_timestamp,event_month,conversation_id,agent_id,agent_version_id,platform_name,message,invite_message,elapsed_ms,tool_name,tool_call_id,arguments_query,status_code,response,request,arguments_clientId,arguments_input.callerid
9660,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:08:31.426000+00:00,1/1/2025,5f74cda8-29a4-4e2d-a5df-3eda1f38b1fb,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9661,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:08:31.426000+00:00,1/1/2025,5f74cda8-29a4-4e2d-a5df-3eda1f38b1fb,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hey! Thanks for calling Mint Mobile. What can I help you with today?,<REDACTED>,,,,,,,,,
9680,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:09:21.175000+00:00,1/1/2025,c3d4c070-ffdc-4bc5-a1fc-a7c39c6dec35,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1614.0969,Post_CallData_Content,call_xWWgkUnvTiw1yLAgym1SPbPX,,,,,MintMobile,+<ID>
9681,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:09:21.175000+00:00,1/1/2025,c3d4c070-ffdc-4bc5-a1fc-a7c39c6dec35,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1614.0969,Other,call_Xz74vEfi8zineTvnpxGNAuvq,,,,,,
9686,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:09:36.206000+00:00,1/1/2025,56a1d1e4-4116-4e51-96ba-30886b747d60,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9687,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:09:36.206000+00:00,1/1/2025,56a1d1e4-4116-4e51-96ba-30886b747d60,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1607.9349,Post_CallData_Content,call_iBIhKLtHxB3MbFF2atydBrSM,,,,,MintMobile,+<ID>
9693,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:09:56.222000+00:00,1/1/2025,3419c945-3b0b-4536-ba82-f4f5d4635d2a,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,115.17,Post_CallData_Content,call_o0qYDGGIzD2bPTlZsCEkjqvh,,200,<REDACTED>,<REDACTED>,,
9694,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:09:56.222000+00:00,1/1/2025,3419c945-3b0b-4536-ba82-f4f5d4635d2a,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9700,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:12:22.204000+00:00,1/1/2025,68398ce1-cbee-425f-ac4a-78d6d000d879,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,"Yes <PERSON>, mine is hand. I would like to see if I can get my line, my parents line to transfer over from AT&T to minimal",,,,,,,,,,
9701,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:12:22.204000+00:00,1/1/2025,68398ce1-cbee-425f-ac4a-78d6d000d879,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9705,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:13:42.860000+00:00,1/1/2025,a2b7520d-4680-4a31-920c-ea60ff8693fb,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1656.9891,Other,call_XPmKgQrtQ7tj93FD3YljdbM0,,,,,,
9706,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:13:42.860000+00:00,1/1/2025,a2b7520d-4680-4a31-920c-ea60ff8693fb,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9711,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:15:32.358000+00:00,1/1/2025,9c8391d3-5ce7-40f9-9215-da8709657841,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1505.8376,Post_CallData_Content,call_ShgsNu4brSM8UySuWYfOiWMu,,,,,MintMobile,+<ID>
9712,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:15:32.358000+00:00,1/1/2025,9c8391d3-5ce7-40f9-9215-da8709657841,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1505.8376,Other,call_c1MGMJyxcrOfpKjYV1BnIX5G,,,,,,
9722,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:15:52.207000+00:00,1/1/2025,432d2911-5422-470a-995b-8a97fb009557,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1736.3856,Other,call_X1q7EUGomF4BG7uRcqGNMxHu,,,,,,
9728,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:16:17.613000+00:00,1/1/2025,432d2911-5422-470a-995b-8a97fb009557,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Price,,,,,,,,,,
9729,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:16:17.613000+00:00,1/1/2025,432d2911-5422-470a-995b-8a97fb009557,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Could you please provide more details about what you're looking to purchase or inquire about? This will help me assist you better!,,741.0564,,,,,,,,
9736,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:20:40.723000+00:00,1/1/2025,456a6463-f60f-4c73-9d01-d4800e260370,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,"I'm sorry, but I don't have information about the Pixel 9 pricing. You may want to check our website for more details: mint mobile dot com slash help center, or I can transfer you to our main customer service line to help you out further. Is there anything else I can assist you with today?",,1194.3448,,,,,,,,
9746,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:20:56.504000+00:00,1/1/2025,1c666306-a129-438a-bc6e-b9312dc49403,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,"To activate your eSIM with Mint Mobul, you can use our helpful guide with customizable, step-by-step instructions and how-to videos. You can find it at mint mobile dot com slash how to activate your mint mobile plan. Is there anything else I can assist you with today?",,1150.0342,,,,,,,,
9747,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:20:56.504000+00:00,1/1/2025,1c666306-a129-438a-bc6e-b9312dc49403,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9750,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:21:04.113000+00:00,1/1/2025,456a6463-f60f-4c73-9d01-d4800e260370,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Representative,,,,,,,,,,
9751,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:21:04.113000+00:00,1/1/2025,456a6463-f60f-4c73-9d01-d4800e260370,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,113.6457,Post_CallData_Content,call_FpDvWMckj6FCEV0hxFp4b7Yx,,200,<REDACTED>,<REDACTED>,,
9760,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:23:45.321000+00:00,1/1/2025,b3cd8649-f9f4-4038-aa44-0f6a47abf8f6,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9761,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:23:45.321000+00:00,1/1/2025,b3cd8649-f9f4-4038-aa44-0f6a47abf8f6,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hey! Thanks for calling Mint Mobile. What can I help you with today?,<REDACTED>,,,,,,,,,
9769,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:28:26.551000+00:00,1/1/2025,cec0b2d4-56bc-4d53-aef6-907dc05ccac9,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,2063.643,Post_CallData_Content,call_6OZadLaRpe5w1aXRQa7fEByD,,,,,MintMobile,+<ID>
9770,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:28:26.551000+00:00,1/1/2025,cec0b2d4-56bc-4d53-aef6-907dc05ccac9,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,2063.643,Other,call_V6EJJjOjgXEb0g7BE2at739x,,,,,,
9783,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:32:25.330000+00:00,1/1/2025,33bc5439-9179-4483-b2c1-26bcf7fcc6d7,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1931.3323,Other,call_7H1uHBmx5sk70800CwhQ5gzy,,,,,,
9794,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:34:01.454000+00:00,1/1/2025,33bc5439-9179-4483-b2c1-26bcf7fcc6d7,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,104.33979,Post_CallData_Content,call_YYmyJXaY3RqcEUhT682iz12n,,200,<REDACTED>,<REDACTED>,,
9795,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:34:01.454000+00:00,1/1/2025,33bc5439-9179-4483-b2c1-26bcf7fcc6d7,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,2769.1934,Post_CallData_Content,call_YYmyJXaY3RqcEUhT682iz12n,,,,,MintMobile,+<ID>
9800,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:34:18.360000+00:00,1/1/2025,056b9558-be7d-46bd-b74f-531d03b74bdc,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hey! Thanks for calling Mint Mobile. What can I help you with today?,<REDACTED>,,,,,,,,,
9801,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:34:18.360000+00:00,1/1/2025,056b9558-be7d-46bd-b74f-531d03b74bdc,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hi there! How can I assist you with your Mint Mobul needs today?,,939.97766,,,,,,,,
9808,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:36:49.045000+00:00,1/1/2025,7bcbd935-dfa0-455c-a24b-d9f4e32132e4,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1686.1954,Post_CallData_Content,call_h81ihTYM9hytj4KoxViZvBLX,,,,,MintMobile,+<ID>
9809,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:36:49.045000+00:00,1/1/2025,7bcbd935-dfa0-455c-a24b-d9f4e32132e4,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1686.1954,Other,call_wE8alfiE8eMdFX2GIi3Zf9l8,,,,,,
9816,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:38:04.982000+00:00,1/1/2025,28cc67c1-acc6-4111-9dc0-86479a2c080e,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hi there! How can I assist you with your Mint Mobul needs today?,,946.7379,,,,,,,,
9817,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:38:04.982000+00:00,1/1/2025,28cc67c1-acc6-4111-9dc0-86479a2c080e,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Convert physical SIM to esim,,,,,,,,,,
9822,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:38:19.075000+00:00,1/1/2025,7ccdc1ba-6004-42b5-9d06-06e7778ec05c,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,"Umm, we need to activate a third one",,,,,,,,,,
9823,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:38:19.075000+00:00,1/1/2025,7ccdc1ba-6004-42b5-9d06-06e7778ec05c,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1666.6389,Post_CallData_Content,call_liaxRygPTxL96UdwZmT5Ubsh,,,,,MintMobile,+<ID>
9829,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:39:36.865000+00:00,1/1/2025,c76c365d-4e45-450d-91e5-8d0808d9b39b,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hi there! How can I assist you with your Mint Mobul service today?,,681.0055,,,,,,,,
9830,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:39:36.865000+00:00,1/1/2025,c76c365d-4e45-450d-91e5-8d0808d9b39b,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Speak to a representative please,,,,,,,,,,
9836,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:41:53.338000+00:00,1/1/2025,a8ee2b13-880e-44e9-9a0d-c30a19f8d58b,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hello,,,,,,,,,,
9837,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:41:53.338000+00:00,1/1/2025,a8ee2b13-880e-44e9-9a0d-c30a19f8d58b,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hi there! Thanks for calling <PERSON>. How can I assist you today?,,740.2146,,,,,,,,
9843,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:45:06.585000+00:00,1/1/2025,fba16b99-dfcf-4bb4-ad6a-31398fc8924e,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9844,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:45:06.585000+00:00,1/1/2025,fba16b99-dfcf-4bb4-ad6a-31398fc8924e,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1672.9005,Post_CallData_Content,call_S1Qb1RHBL2Zt4FTLVMI3HWJj,,,,,MintMobile,+<ID>
9850,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:47:31.366000+00:00,1/1/2025,a212b9af-574f-4304-a40d-2b6e9240b1d0,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9851,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:47:31.366000+00:00,1/1/2025,a212b9af-574f-4304-a40d-2b6e9240b1d0,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1733.9479,Post_CallData_Content,call_XgJdDqbz70wLdtO2zleC4drL,,,,,MintMobile,+<ID>
9857,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:48:44.804000+00:00,1/1/2025,df4c1dfc-bcd6-4d2c-9422-5c7a5471d4bf,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Other device,,,,,,,,,,
9858,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:48:44.804000+00:00,1/1/2025,df4c1dfc-bcd6-4d2c-9422-5c7a5471d4bf,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,"I'm sorry, but I don't have information about activating devices other than Android or iPhone. You may want to check our website for more details: mint mobile dot com slash help center, or I can transfer you to our main customer service line to help you out further. Is there anything else I can assist you with today?",,1324.369,,,,,,,,
9865,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:49:21.523000+00:00,1/1/2025,955c187d-87a1-4206-88b7-ea6ebde61716,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Hey! Thanks for calling Mint Mobile. What can I help you with today?,<REDACTED>,,,,,,,,,
9866,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:49:21.523000+00:00,1/1/2025,955c187d-87a1-4206-88b7-ea6ebde61716,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Unlock phone,,,,,,,,,,
9871,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:49:38.192000+00:00,1/1/2025,64bbfd9b-4fc3-4e1d-b95b-8291d39a304a,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,145.64731,Post_CallData_Content,call_iB1zICRysmi5dX5um5cg4fCC,,200,<REDACTED>,<REDACTED>,,
9872,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:49:38.192000+00:00,1/1/2025,64bbfd9b-4fc3-4e1d-b95b-8291d39a304a,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9884,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:55:33.508000+00:00,1/1/2025,5aa26740-2b87-4438-af24-3604303b1df2,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,115.15176,Post_CallData_Content,call_RzPorK51vTKZDlIvcQt9AdWh,,200,<REDACTED>,<REDACTED>,,
9885,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 00:55:33.508000+00:00,1/1/2025,5aa26740-2b87-4438-af24-3604303b1df2,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9899,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 01:01:44.086000+00:00,1/1/2025,b768c62f-923b-4595-8caa-f6b687ad5fdd,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,"I'm sorry, but I don't have information about eSIM options. You may want to check our website for more details: mint mobile dot com slash help center, or I can transfer you to our main customer service line to help you out further. Is there anything else I can assist you with today?",,2315.4043,,,,,,,,
9900,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 01:01:44.086000+00:00,1/1/2025,b768c62f-923b-4595-8caa-f6b687ad5fdd,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9908,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 01:07:58.540000+00:00,1/1/2025,47cbd9e2-6b6b-452a-96cf-b79c8d557f89,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9909,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 01:07:58.540000+00:00,1/1/2025,47cbd9e2-6b6b-452a-96cf-b79c8d557f89,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
9915,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 01:09:17.790000+00:00,1/1/2025,e7f6da95-38d5-4045-8a23-9bb16d22b98c,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,138.99512,Post_CallData_Content,call_A1qY7AwbpwuGwFYRkKGFPak0,,200,<REDACTED>,<REDACTED>,,
9916,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 01:09:17.790000+00:00,1/1/2025,e7f6da95-38d5-4045-8a23-9bb16d22b98c,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,Sure thing! Let me transfer you over to our customer service line. You'll hear a quick menu to get you where you need to be. Hold tight for just a moment!,,1720.6647,Post_CallData_Content,call_A1qY7AwbpwuGwFYRkKGFPak0,,,,,MintMobile,+<ID>
9922,355693f8-854f-4c66-b8f9-e9db30c8d5a0,mint-mobile,AGENT_TOOL_CALLED,2025-01-22 01:09:58.473000+00:00,1/1/2025,9ec8a6c3-53eb-45e0-80c8-e38bfba5562d,6dadf532-a855-472c-b510-633bfb06c916,13548,VG_PHONE,,,,,,,,,,,
